qSwat3_00192_avg_bsub	rSwat3_00192_avg_bsub	sSwat3_00192_avg_bsub
0.038	0.0196623284	0.0007560406280669571
0.03825	0.0190390576	0.0007490259334193876
0.0385	0.0190681842	0.0007477164356872958
0.03875	0.0195392193	0.0007504581726007447
0.039	0.0183680531	0.0007447148530719259
0.03925	0.0197754162	0.0007479335367554274
0.0395	0.0189435415	0.0007457516694046729
0.03975	0.0204878228	0.0007447710909657859
0.04	0.0196153187	0.0007479226208970365
0.04025	0.018789047	0.0007289174449522859
0.0405	0.0195059485	0.0007394250658128713
0.04075	0.019045974	0.0007357916318556708
0.041	0.0191522639	0.0007428252207223198
0.04125	0.0196181518	0.0007347102135077457
0.0415	0.0200382315	0.0007234985040029255
0.04175	0.0188270418	0.000728529857657991
0.042	0.0191018416	0.0007188761437842856
0.04225	0.0192683146	0.000736630263942022
0.0425	0.018745885	0.0007188000757467109
0.04275	0.0184968176	0.0007086273602188532
0.043	0.0192358137	0.0007260465382204224
0.04325	0.0197080394	0.0007193400548218214
0.0435	0.0186857534	0.0007177627454417409
0.04375	0.0200970129	0.0007191099933786195
0.044	0.0189289116	0.0007141696655426037
0.04425	0.0194286947	0.0007120381195329362
0.0445	0.0191749604	0.000706043700605685
0.04475	0.0190920971	0.0007039514627928861
0.045	0.0191296234	0.000715351088435748
0.04525	0.0193318315	0.0006950593969587017
0.0455	0.0184365241	0.0006867601632695472
0.04575	0.0194746699	0.0006968582758477626
0.046	0.0188275422	0.0006995464207203252
0.04625	0.0188448451	0.0007068073151027206
0.0465	0.0192176804	0.0006791117986019198
0.04675	0.0190723815	0.0006910198585151599
0.047	0.0178188074	0.0006908496423051003
0.04725	0.0184406625	0.0006945956932802092
0.0475	0.0191508338	0.0007003357857785923
0.04775	0.0193167052	0.000686267029681011
0.048	0.0189652676	0.000677778028967197
0.04825	0.0189642305	0.000683610828979925
0.0485	0.0190818209	0.0006839554764421844
0.04875	0.0187965585	0.0006858569989612568
0.049	0.0195194234	0.0006821847960127632
0.04925	0.0191916957	0.0006768830412273313
0.0495	0.0195380901	0.000676953234286253
0.04975	0.0190772421	0.0006740272760165816
0.05	0.0194892015	0.0006850217059124096
0.05025	0.0188726878	0.0006659513123847191
0.0505	0.0201099515	0.0006810322042810888
0.05075	0.0196202092	0.0006781459333676641
0.051	0.0188355848	0.00066952374624776
0.05125	0.0188275001	0.000672493641276734
0.0515	0.0188950428	0.0006614601024905927
0.05175	0.0184967623	0.0006769060544395673
0.052	0.0187520661	0.0006623798754551085
0.05225	0.0194340135	0.0006618954538666944
0.0525	0.0187127298	0.0006696212530658777
0.05275	0.019228553	0.0006636324059731857
0.053	0.0192177121	0.0006631387985584417
0.05325	0.0196795174	0.0006665334198866252
0.0535	0.0193819273	0.0006547791742202842
0.05375	0.0192202328	0.0006637900177031679
0.054	0.0196372025	0.0006561081924805205
0.05425	0.0195198574	0.0006536880483292275
0.0545	0.01883943	0.0006542683144894806
0.05475	0.0189804189	0.0006470423433936497
0.055	0.0195713565	0.0006583503420189226
0.05525	0.0189930668	0.000650005061699983
0.0555	0.0192756631	0.0006469337637348581
0.05575	0.0192037662	0.0006485184998796371
0.056	0.019018895	0.0006397871749130789
0.05625	0.0197152373	0.0006493932674935457
0.0565	0.0188739669	0.000643600682545805
0.05675	0.019003249	0.0006361275213225604
0.057	0.0186698966	0.000639645729416032
0.05725	0.0187600084	0.0006378954210100905
0.0575	0.019232283	0.0006457293994552979
0.05775	0.0190510417	0.000640101811771174
0.058	0.0189831685	0.0006272607396865638
0.05825	0.0193284566	0.000633064606231365
0.0585	0.0189967026	0.0006307960072705647
0.05875	0.019361391	0.0006351115324422548
0.059	0.0189340642	0.0006299366062964206
0.05925	0.0193191693	0.000627649456567178
0.0595	0.0196214565	0.0006330663889551628
0.05975	0.0186650377	0.0006291920914520869
0.06	0.0187294778	0.0006264753549301094
0.06025	0.0190127227	0.0006258756415802548
0.0605	0.0184029853	0.0006128529278869966
0.06075	0.0195114995	0.0006258104124007374
0.061	0.0181642306	0.0006209077270294142
0.06125	0.0187360424	0.0006155797570455388
0.0615	0.018975919	0.0006176304500953095
0.06175	0.0193127359	0.0006102216636041603
0.062	0.0187247687	0.0006201084796802279
0.06225	0.0185913113	0.000618642257890517
0.0625	0.019076069	0.0006133564176269115
0.06275	0.0190704901	0.0006197920789706927
0.063	0.0192186726	0.0006101746073348619
0.06325	0.019153845	0.000610361524923596
0.0635	0.0190516822	0.0006126807070631599
0.06375	0.0191656351	0.0006092589151247123
0.064	0.0180637709	0.0006049244173261645
0.06425	0.0184623757	0.000603853687807346
0.0645	0.0186009145	0.000603082319122188
0.06475	0.0195673284	0.0006150386953523155
0.065	0.0191323195	0.000601791752874832
0.06525	0.0195935156	0.000604435253887315
0.0655	0.0189882675	0.0005959871447260608
0.06575	0.0188794763	0.0006025605149982074
0.066	0.01893449	0.0006095685986562551
0.06625	0.0184768163	0.0005963927414884638
0.0665	0.0189551171	0.000598450739340667
0.06675	0.0197219508	0.000603399604471522
0.067	0.0195287877	0.0005932811185974897
0.06725	0.0191735963	0.0005976931872667812
0.0675	0.0190698366	0.0005994401838914443
0.06775	0.0191816822	0.0005966515197880714
0.068	0.0195344989	0.0005997132909667551
0.06825000000000001	0.0191928208	0.0005915658390124593
0.06850000000000001	0.0193218501	0.0005917050742946232
0.06875000000000001	0.0189268735	0.0005887274415652931
0.06900000000000001	0.0184212702	0.0005830487640579241
0.06925000000000001	0.0191269598	0.0005850954363359276
0.06950000000000001	0.0191083434	0.000584167253367685
0.06975000000000001	0.0189261166	0.0005835596412003488
0.07000000000000001	0.0184319409	0.0005755646484265905
0.07025000000000001	0.0188872004	0.0005873912712423343
0.07049999999999999	0.0191249795	0.0005854038695436956
0.07074999999999999	0.0189121848	0.000569543526806545
0.07099999999999999	0.0192554233	0.0005845267136943921
0.07124999999999999	0.0187314266	0.0005817403475795924
0.07149999999999999	0.0185660894	0.0005723174849498317
0.07174999999999999	0.0194200695	0.0005740698528036868
0.07199999999999999	0.0192297252	0.0005743714949925505
0.07224999999999999	0.0191282678	0.0005764307330025389
0.0725	0.0188993663	0.0005790036790134374
0.07275	0.0189760975	0.0005728320306920805
0.073	0.0192401104	0.0005728389203505712
0.07325	0.0195125591	0.0005681832668517266
0.0735	0.0193935551	0.0005748455629230498
0.07375	0.0187650542	0.0005736483709775277
0.074	0.0189232677	0.0005652514241717657
0.07425	0.019263926	0.0005693632988918212
0.0745	0.0189628935	0.0005625569370697551
0.07475	0.0185951311	0.0005648966240507178
0.075	0.0193555181	0.000571376033784193
0.07525	0.0193018371	0.0005679736848454963
0.0755	0.0191560721	0.0005578305307500663
0.07575	0.0182829277	0.0005574223084333522
0.076	0.0197820079	0.0005711697797834879
0.07625	0.0194853895	0.0005709154850952463
0.0765	0.0190035468	0.0005604977771264144
0.07675	0.0184585201	0.0005566093589519164
0.077	0.0190644978	0.0005638747032893042
0.07725	0.0189195757	0.0005642330884068944
0.0775	0.0185817474	0.0005759844977833054
0.07775	0.0190601606	0.000572669966825734
0.078	0.0193874548	0.0005838412215811311
0.07825	0.0192198985	0.0005874916590256294
0.0785	0.0188376404	0.0005877496481188337
0.07875	0.019297206	0.0005940432423784506
0.079	0.0188538726	0.0005865563547316523
0.07925	0.0190032316	0.0005893999525223214
0.0795	0.0193553175	0.0006004452270698213
0.07975	0.0186647922	0.0005932919172131817
0.08	0.0191135451	0.0005998741171993397
0.08025	0.0194338205	0.0006022466552965655
0.0805	0.0189829787	0.0005949668905811669
0.08075	0.0196611235	0.0006065920387646334
0.081	0.0192491099	0.00059394475119752
0.08125	0.0195165674	0.0006141708174056745
0.0815	0.0191100863	0.0006054597071144178
0.08175	0.018525196	0.0005971120676688447
0.082	0.0192744133	0.0006114204992078325
0.08225	0.0194215573	0.0006033143262746969
0.0825	0.0183797656	0.0006145142147653792
0.08275	0.0187870021	0.0006063721241745138
0.083	0.0191292727	0.0006028948608700171
0.08325	0.019406522	0.000614095763693184
0.0835	0.0196344301	0.0006076275904859518
0.08375	0.0191627706	0.0006100336318977028
0.08400000000000001	0.0189153151	0.0006116270854118627
0.08425000000000001	0.0191066156	0.0006010623925779026
0.08450000000000001	0.0196240676	0.0006132400715350496
0.08475000000000001	0.0186667961	0.0006050912423983953
0.08500000000000001	0.0190159014	0.0006131658736870228
0.08525000000000001	0.0189871372	0.0006257750536907457
0.08550000000000001	0.0188261315	0.0005997815342510166
0.08575000000000001	0.0184643142	0.0006185652373733059
0.08599999999999999	0.0190291135	0.0006111270100407337
0.08624999999999999	0.0188967615	0.0006192031004139483
0.08649999999999999	0.0190387236	0.0006242070120482661
0.08674999999999999	0.0191844637	0.0006095780050432032
0.08699999999999999	0.0188775943	0.0006032122008258317
0.08724999999999999	0.0190476947	0.0005985594515777107
0.08749999999999999	0.0192896682	0.0005913182827843487
0.08774999999999999	0.0188089983	0.0005910626526522051
0.08799999999999999	0.0196626405	0.0005875204471310924
0.08825	0.01887868	0.0005830658935741854
0.0885	0.0194137026	0.0005866285265626032
0.08875	0.0197558335	0.000576696859957343
0.089	0.0191462218	0.0005788790961981198
0.08925	0.019339354	0.0005667862725634974
0.0895	0.0187367186	0.0005730760781244566
0.08975	0.0189968718	0.0005817281275880307
0.09	0.018584801	0.0005579050415992321
0.09025	0.019031072	0.0005691709303889202
0.0905	0.0183854254	0.0005589373462736327
0.09075	0.0187813102	0.0005625678554704157
0.091	0.0188554318	0.0005612847859109443
0.09125	0.019306286	0.000555921837041985
0.0915	0.0187896541	0.0005616337290654134
0.09175	0.0188827174	0.0005534138979302421
0.092	0.0193904801	0.0005536215259842807
0.09225	0.0178781653	0.000548838935203015
0.0925	0.0185605211	0.000549545017178021
0.09275	0.0186502803	0.0005517244441054159
0.093	0.019315547	0.0005498876729892919
0.09325	0.0193611566	0.000545493808944426
0.0935	0.0191759819	0.0005508830271871484
0.09375	0.0191731649	0.0005477414801047857
0.094	0.0187263751	0.0005469559618478764
0.09425	0.0189572947	0.0005466573775660773
0.0945	0.0189445841	0.0005352278952343525
0.09475	0.0188448383	0.0005434312762619593
0.095	0.018843552	0.0005383099110687277
0.09525	0.019674061	0.0005444411184632772
0.0955	0.0184004531	0.0005360960398480851
0.09575	0.0190974951	0.0005335815736059541
0.096	0.018663736	0.0005396147646442357
0.09625	0.0191360262	0.000539040609235505
0.0965	0.019518071	0.0005427614210982266
0.09675	0.0191417102	0.0005341384783066169
0.097	0.0189049147	0.0005277573965755231
0.09725	0.018832131	0.0005347112806099329
0.0975	0.0188022108	0.0005316022453444411
0.09775	0.0197878379	0.0005359593882132151
0.098	0.0183774279	0.0005290375224336395
0.09825	0.0195478857	0.000530723167379063
0.0985	0.0189924356	0.000528010639471494
0.09875	0.0190501913	0.0005318204899380935
0.099	0.0186974995	0.0005270969682044013
0.09925	0.0191346701	0.0005280555297024484
0.09950000000000001	0.0192060131	0.0005257857323432987
0.09975000000000001	0.0191322858	0.0005223720299481469
0.1	0.0191973704	0.0004369810535456858
0.1005	0.0194018441	0.0003836851240718585
0.101	0.0190325544	0.0003895737460104835
0.1015	0.0193256587	0.0003951005690039815
0.102	0.0192037412	0.000390936253506162
0.1025	0.0189538348	0.0003903563378662152
0.103	0.0191150383	0.0003859911528927405
0.1035	0.0193097881	0.000380310310139521
0.104	0.0192649722	0.0003768225967147413
0.1045	0.0190323221	0.0003708688586967466
0.105	0.0189951655	0.0003678407946023053
0.1055	0.019293025	0.0003665412179444125
0.106	0.0192813945	0.0003674121098303526
0.1065	0.0190883344	0.0003642624720407826
0.107	0.0196750865	0.0003627966354912912
0.1075	0.0192619181	0.0003629571193997703
0.108	0.0190336549	0.0003592198129885757
0.1085	0.0190561472	0.0003613968875918019
0.109	0.0192422697	0.0003589755268050335
0.1095	0.0190335233	0.000354518818098706
0.11	0.0192061692	0.0003571478197916954
0.1105	0.0191133828	0.0003545534668524525
0.111	0.0194847441	0.0003549036177435413
0.1115	0.0188667174	0.0003527573516735738
0.112	0.0190903362	0.0003529823312006802
0.1125	0.019071836	0.0003505912960596035
0.113	0.0192901523	0.0003508044103952426
0.1135	0.0192913529	0.0003506830002341245
0.114	0.0192387638	0.0003486132017961804
0.1145	0.018930394	0.0003452126729218857
0.115	0.019517144	0.0003477549931983672
0.1155	0.0194498158	0.0003467359382593454
0.116	0.0189010991	0.000344472343693105
0.1165	0.019299696	0.0003451887355256079
0.117	0.01920354	0.0003415069090677191
0.1175	0.0189054157	0.0003424122601744164
0.118	0.019097034	0.0003404219073983
0.1185	0.0191202412	0.0003402008399429247
0.119	0.0194369979	0.0003416751127144229
0.1195	0.0190059097	0.0003391324042486594
0.12	0.0193410765	0.0003395538293995464
0.1205	0.0192659502	0.0003378029620309289
0.121	0.0189753899	0.0003370467397125738
0.1215	0.0194724303	0.0003373843647137179
0.122	0.0190828243	0.0003362611340236577
0.1225	0.019308087	0.0003365602081437661
0.123	0.0196047717	0.0003333832381587334
0.1235	0.0191077699	0.0003330916777048186
0.124	0.0191576422	0.0003333474918584663
0.1245	0.0189294513	0.0003309691859077529
0.125	0.019099826	0.0003318829345747223
0.1255	0.0191341873	0.0003293915610159251
0.126	0.0193441463	0.0003286509374008589
0.1265	0.0191369784	0.0003295158146863776
0.127	0.0191651199	0.0003278865931322214
0.1275	0.0191872726	0.0003258094183452067
0.128	0.0188794144	0.0003234744409228186
0.1285	0.0190862602	0.000325131047987617
0.129	0.0191350709	0.0003246845363142297
0.1295	0.0189584093	0.0003199761830256322
0.13	0.0190973047	0.0003216163249773523
0.1305	0.0190554507	0.0003208734598554024
0.131	0.0191198911	0.0003216936138017969
0.1315	0.0189414529	0.0003206104399854869
0.132	0.0192255015	0.0003186340794564517
0.1325	0.0188636083	0.0003190513351653566
0.133	0.0192797329	0.0003190016449511854
0.1335	0.0188616585	0.0003170208930949423
0.134	0.0193320602	0.0003208029384637313
0.1345	0.0190572431	0.000316618082962483
0.135	0.0191721895	0.0003176802589830498
0.1355	0.0192342732	0.0003169725501411779
0.136	0.0194384293	0.0003173037065709538
0.1365	0.0193670025	0.0003148611640968368
0.137	0.0191813158	0.0003127040575235964
0.1375	0.0192372246	0.0003141601779110985
0.138	0.0191747719	0.0003127263654136427
0.1385	0.0191168296	0.0003132040426816272
0.139	0.0190981562	0.0003125175173261512
0.1395	0.0190847178	0.0003095884874904648
0.14	0.01931239	0.0003117180397811866
0.1405	0.0193537758	0.0003114421577117216
0.141	0.0191842997	0.0003098339793411582
0.1415	0.019219934	0.0003103968665173303
0.142	0.019152144	0.0003082881068394642
0.1425	0.0190219289	0.000309254505813815
0.143	0.0191936635	0.0003106556713451059
0.1435	0.0189006326	0.0003048860738350017
0.144	0.0196261677	0.0003091221475201236
0.1445	0.0191739233	0.0003068748827748554
0.145	0.019169451	0.0003058701754217982
0.1455	0.0191888852	0.0003058401032917464
0.146	0.0189896773	0.0003033947397323344
0.1465	0.0190063179	0.000303145251225756
0.147	0.0189890798	0.0003021631154848344
0.1475	0.0192243788	0.0003035123833120286
0.148	0.0186284338	0.0003019833938974545
0.1485	0.0194407249	0.0003025963780518188
0.149	0.019293689	0.0003042317702429802
0.1495	0.0189648225	0.000299816951755513
0.15	0.0191776069	0.0003017166133405641
0.1505	0.0192221303	0.0002999900432627516
0.151	0.0194061465	0.0003004301540235745
0.1515	0.019211782	0.0003000423555674071
0.152	0.0191660931	0.0002956242582827945
0.1525	0.0191179508	0.0002958374469185732
0.153	0.0193159405	0.0002952707529583026
0.1535	0.0189124147	0.0002953981956604956
0.154	0.01896599	0.0002945137712144416
0.1545	0.0191831077	0.0002933515096160085
0.155	0.0191624236	0.0002925701350983046
0.1555	0.0189324808	0.0002909101691343368
0.156	0.0189610423	0.0002912690850808106
0.1565	0.0191625522	0.0002933152705168271
0.157	0.0195745147	0.000293159224550843
0.1575	0.0193475966	0.0002912835295380331
0.158	0.0191325358	0.0002908994391548878
0.1585	0.0191150853	0.0002898244652535774
0.159	0.0190626174	0.0002896262958748724
0.1595	0.0188232541	0.000286977193324773
0.16	0.0189762503	0.0002885142536000122
0.1605	0.0194271978	0.0002886740144668888
0.161	0.019074636	0.0002869585738275742
0.1615	0.0192330852	0.000289987408168929
0.162	0.0190980995	0.0002911802056676798
0.1625	0.0191388417	0.0002965762021866737
0.163	0.0192354828	0.0002978182326704287
0.1635	0.0190210446	0.0002970271902972541
0.164	0.0189681753	0.0002984152138149231
0.1645	0.0190960406	0.0002963403659814626
0.165	0.019234796	0.0002915866851587496
0.1655	0.0190772331	0.0002886609215028931
0.166	0.0191914986	0.0002891696139147732
0.1665	0.019261723	0.0002875874327623583
0.167	0.0190704744	0.000285541707277423
0.1675	0.0189183469	0.0002849154254486164
0.168	0.0191169134	0.0002843541466681141
0.1685	0.0191988973	0.0002837202016670017
0.169	0.0191021963	0.0002831276827201065
0.1695	0.0191865855	0.0002803591733499776
0.17	0.019134175	0.0002803775005273661
0.1705	0.0191111271	0.0002805208640571577
0.171	0.0188073754	0.0002806128002651177
0.1715	0.01912195	0.0002791528201439516
0.172	0.0188980911	0.0002782586389835262
0.1725	0.0190223357	0.0002777535109229302
0.173	0.0190827967	0.0002779096289966306
0.1735	0.0191423744	0.0002791698289378229
0.174	0.019132163	0.0002773237303360344
0.1745	0.0193987946	0.0002763008713749324
0.175	0.0189702991	0.0002765799727491158
0.1755	0.0189999022	0.0002757555889986945
0.176	0.0188908993	0.0002735604034693496
0.1765	0.0191452274	0.0002747726591851105
0.177	0.0190425271	0.0002726566583608667
0.1775	0.0192555745	0.0002744780802463164
0.178	0.0192021658	0.0002730051045944394
0.1785	0.0187933603	0.000272429638098422
0.179	0.0194148546	0.0002724014783883529
0.1795	0.0188426323	0.0002710296850004132
0.18	0.01894974	0.0002716298931728332
0.1805	0.0191013039	0.0002690496322479512
0.181	0.0190336487	0.0002685990281641287
0.1815	0.0190223698	0.0002685739005912016
0.182	0.0189531487	0.0002680548622000504
0.1825	0.0190041076	0.0002684806083971076
0.183	0.0190329938	0.0002671745775184285
0.1835	0.0191211726	0.0002670112770285285
0.184	0.0189738075	0.0002666831212202583
0.1845	0.0188104849	0.0002655512892634964
0.185	0.0189199182	0.0002661558394627092
0.1855	0.0190855543	0.0002650870877228864
0.186	0.0189239719	0.0002655631337903255
0.1865	0.0187992156	0.0002648056150767768
0.187	0.0192420059	0.0002650139200623224
0.1875	0.0190996187	0.0002653668242438576
0.188	0.0188937749	0.0002627290722726559
0.1885	0.0192538346	0.0002642658208395959
0.189	0.0189171797	0.0002631135112920987
0.1895	0.0189013302	0.0002624702996282023
0.19	0.0187715909	0.0002613449908019055
0.1905	0.0191074891	0.0002608522034189482
0.191	0.0191260582	0.0002621311475661667
0.1915	0.0190513427	0.0002622927244771569
0.192	0.0190008656	0.0002596362153557744
0.1925	0.0191048806	0.0002593359159085181
0.193	0.0192184962	0.0002597779011757697
0.1935	0.019092051	0.0002604241834452244
0.194	0.0187687508	0.0002584746014577944
0.1945	0.0187508194	0.0002567372815347744
0.195	0.0190864435	0.0002584074313343455
0.1955	0.0189282161	0.0002580946866505813
0.196	0.0192118114	0.0002590552263661146
0.1965	0.0190326513	0.0002581594354299006
0.197	0.0188754877	0.0002556478267917473
0.1975	0.0187717263	0.0002555260956762015
0.198	0.0191057707	0.0002557483940757778
0.1985	0.0187839827	0.0002562876181149629
0.199	0.0190547038	0.0002553659205934037
0.1995	0.0188998537	0.0002540921329726649
0.2	0.0187995817	0.0002544654776457142
0.2005	0.0190918932	0.0002540538351195101
0.201	0.018758177	0.0002529836808105059
0.2015	0.0191173849	0.0002541058574268745
0.202	0.0189924707	0.0002517211364014469
0.2025	0.0189647123	0.000252876831610137
0.203	0.0190260832	0.0002527693374932496
0.2035	0.0192333944	0.000251363144773016
0.204	0.0187262841	0.0002511672568486844
0.2045	0.0189524516	0.0002496289048567931
0.205	0.0189819762	0.0002521123370536211
0.2055	0.0188174651	0.0002498963449586975
0.206	0.0187878909	0.0002494492090794396
0.2065	0.0187280062	0.0002477442512765902
0.207	0.0189160272	0.0002489067677798088
0.2075	0.0190144707	0.0002496323849741355
0.208	0.0189027434	0.0002480503172621981
0.2085	0.0190519428	0.0002477879089770579
0.209	0.0192016384	0.0002483179804066707
0.2095	0.0189017221	0.0002463274059231225
0.21	0.0189641691	0.0002471720208545089
0.2105	0.0188117246	0.0002457151539283391
0.211	0.0188391781	0.0002462424990900727
0.2115	0.0189167232	0.0002463001031205529
0.212	0.0189557128	0.0002445725765097241
0.2125	0.0189164445	0.0002457492099120709
0.213	0.0190584581	0.0002447342212800563
0.2135	0.0185569669	0.0002442073052941146
0.214	0.0189327069	0.0002439948080954369
0.2145	0.0188734788	0.0002445438627993266
0.215	0.0188610194	0.0002437165978099779
0.2155	0.018901257	0.000241657969567087
0.216	0.0191737718	0.0002442459179842709
0.2165	0.0190118344	0.0002441801309996887
0.217	0.0188747653	0.0002444255778553583
0.2175	0.018841068	0.0002467185678796359
0.218	0.0189169786	0.0002492040145020887
0.2185	0.0192552995	0.0002518977821312857
0.219	0.0188483369	0.0002515001590692097
0.2195	0.0189036242	0.0002523885808453227
0.22	0.0191130021	0.0002553548693547621
0.2205	0.0189865274	0.0002546093825964598
0.221	0.0188720805	0.0002560016864432315
0.2215	0.019088813	0.0002577533020165496
0.222	0.0188769364	0.0002568950298506805
0.2225	0.0188557972	0.0002579596210347648
0.223	0.0187803944	0.0002571926085010517
0.2235	0.0190806115	0.0002582623116391018
