0.85217101 1147897.40084008 841317318.37969792
0.85455137 1470834.47269178 1042635439.91386223
0.85693174 1871876.91187408 1321485462.80256057
0.85931211 2270593.57869856 1395899475.72493672
0.86169247 2474999.07043428 1316423386.84327435
0.86407284 2313573.61483879 1124618504.11930156
0.86645320 1915874.79407036 815503245.78164756
0.86883357 1501847.59812458 704741455.56839800
0.87121393 1200581.69602794 561000969.16498125
0.87359430 958976.01566663 455586656.61820525
0.87597467 831362.51207702 453629830.12008595
0.87835503 749801.37209932 408429549.12516463
0.88073540 705405.09348042 384626829.39538205
0.88311576 678354.19646452 402121945.70157331
0.88549613 661384.77911443 365739033.17099828
0.88787650 654273.76238103 378047792.40032166
0.89025686 646235.54256465 385087459.98229575
0.89263723 641812.43330383 355528424.67380011
0.89501759 640591.75616901 389466653.08823574
0.89739796 635345.27420593 374372108.09796512
0.89977833 635606.29558228 370165116.27920973
0.90215869 633844.37719043 386530969.77440506
0.90453906 629529.26673356 369569547.46029443
0.90691942 633910.02994905 380656497.59957045
0.90929979 630225.98940326 382319270.14937645
0.91168016 631932.67793285 366523705.01456445
0.91406052 633028.85149320 378298582.03232169
0.91644089 628402.96018658 386169944.58790404
0.91882125 632029.36921097 366056340.44152635
0.92120162 630045.33638817 395328965.98210901
0.92358199 632526.34557137 389291181.50304097
0.92596235 632993.79106186 371764779.82044190
0.92834272 635495.35012041 401348283.08914626
0.93072308 639089.62275342 384143847.34608084
0.93310345 642381.01562890 387759027.69767094
0.93548382 640924.01272342 406178777.07796800
0.93786418 645753.22269947 378333429.86531162
0.94024455 648942.41829385 408849926.08701497
0.94262491 648968.13664606 409136809.67482054
0.94500528 658835.44231050 397421734.28598708
0.94738564 672456.40319118 451071299.80646032
0.94976601 693955.84585609 457045130.25354457
0.95214638 735982.49638252 491600073.60389149
0.95452674 799349.71317706 593470730.18883073
0.95690711 928749.18652399 690488311.56297719
0.95928747 1137542.52316800 881285892.54539788
0.96166784 1416858.34814373 1170734954.41612053
0.96404821 1840778.23021403 1350267349.16508746
0.96642857 2228163.94251665 1592288018.65646458
0.96880894 2472496.92337960 1510751304.05278826
0.97118930 2331406.33341480 1174634735.96460509
0.97356967 1967562.37180001 1025390254.68259895
0.97595004 1537316.72366207 755635721.93796372
0.97833040 1184382.00930715 594084171.87350881
0.98071077 965990.52337156 536073935.28352958
0.98309113 817185.87695660 447072833.05032188
0.98547150 735317.15962224 448406232.67687839
0.98785187 686686.42063840 428241362.45833689
0.99023223 659848.01611454 400214879.37306905
0.99261260 642399.48535003 418818185.93758881
0.99499296 631701.63791492 413367635.17351240
0.99737333 627265.00026330 383166611.49303806
0.99975370 622023.71995623 413586867.82499582
1.00213406 620070.26660419 404853034.10552150
1.00451443 617154.01540476 389143616.01337707
1.00689479 615733.56964142 407732371.12460476
1.00927516 614980.95192248 393285988.00512856
1.01165553 613550.68331533 397142414.14315307
1.01403589 613821.35107133 420817049.84168375
1.01641626 612543.01286999 384321239.16532075
1.01879662 612952.53455394 418033025.41911268
1.02117699 611159.39388759 405841642.08694929
1.02355736 610288.18358940 384336065.43309748
1.02593772 611027.13105421 425732857.34379625
1.02831809 612565.26236517 400428576.56459814
1.03069845 612276.11095504 398771516.03653347
1.03307882 612552.25197624 418928640.30829376
1.03545918 611574.65738437 397887655.24947816
1.03783955 614024.15933561 414617695.59116459
1.04021992 611530.52447074 421046287.34289783
1.04260028 613770.09816749 402842132.82496709
1.04498065 616909.85118678 421484100.72834378
1.04736101 614408.31009963 429339388.65274668
1.04974138 618644.65223739 397008190.12400448
1.05212175 621296.07218154 443771130.07196087
1.05450211 622399.90192421 427258493.04673165
1.05688248 631105.60272782 418026967.29951626
1.05926284 641145.65536736 467842064.58818895
1.06164321 660793.87653699 457117496.11232746
1.06402358 697889.30704172 528215451.76057333
1.06640394 750306.03943263 584294749.45746958
1.06878431 840711.86972298 645633355.93129826
1.07116467 965072.28091375 772111530.56156373
1.07354504 1085951.51977716 810741211.34092367
1.07592541 1168215.00193217 756368570.73710728
1.07830577 1137396.34697309 726768345.22385049
1.08068614 1035282.54305392 645687992.72077012
1.08306650 909419.70805742 534347508.14381576
1.08544687 807171.46245289 528359635.75631636
1.08782724 733832.82743933 481659670.87559468
1.09020760 686124.88728717 456695079.46070284
1.09258797 659963.98765998 466721901.57833183
1.09496833 646429.22656279 425065623.40080011
1.09734870 636325.78353413 458594943.81041044
1.09972907 630804.59946411 447178461.42594653
1.10210943 629828.81890978 422161873.64223522
1.10448980 630092.34871975 460980930.33471149
1.10687016 628039.41462495 448227724.27905953
1.10925053 627769.92195947 427225743.75739366
1.11163089 629198.44441442 466371321.64542103
1.11401126 628532.77849787 449556239.70217204
1.11639163 629630.58781817 442253144.21036446
1.11877199 628200.48893518 464708821.75216979
1.12115236 631397.85564154 437761215.01233035
1.12353272 631690.06495286 457521431.82185078
1.12591309 631935.67931195 466213782.25287187
1.12829346 632583.15095369 435104807.07446653
1.13067382 635189.49937878 477441871.98041713
1.13305419 637439.08141578 461866056.90512979
1.13543455 637936.54268664 450658736.15935612
1.13781492 641050.83379709 482605066.50944746
1.14019529 640059.76990643 464223343.93420911
1.14257565 642968.62040749 465136663.74828619
1.14495602 644233.60629957 480407377.71400017
1.14733638 645708.84101344 471216431.47085404
1.14971675 649953.69858049 469319777.51081437
1.15209712 650928.95632568 497556922.41157675
1.15447748 654680.16106786 465685698.04838467
1.15685785 658678.49794680 492837404.67416257
1.15923821 659755.56181280 507174362.71939594
1.16161858 667334.68778868 481189683.27956957
1.16399895 675828.20685333 527254252.54109532
1.16637931 688321.47851318 532549315.29341841
1.16875968 712917.42341823 543092473.24822092
1.17114004 752205.64161803 628004889.46917427
1.17352041 815590.76554438 685723711.97486496
1.17590078 921671.65588019 779533142.39479971
1.17828114 1056277.97072466 927191103.61273015
1.18066151 1210432.25014717 955238281.95909274
1.18304187 1299643.92103278 964150590.91383898
1.18542224 1292427.06556815 925274191.77296436
1.18780261 1165332.73523043 737701114.81368506
1.19018297 1020333.49213511 690948990.40840387
1.19256334 902022.18068982 626274312.13526738
1.19494370 808095.88662615 550916875.74237204
1.19732407 753648.25682951 570693463.67681861
1.19970443 722396.78946433 538131488.89580011
1.20208480 704360.58755995 509681326.15124726
1.20446517 695336.05204809 545380032.65903473
1.20684553 690354.47172030 531416226.70812058
1.20922590 689255.80636592 505124337.51678592
1.21160626 688180.29634440 554076691.52396357
1.21398663 687440.06392551 524354876.51317877
1.21636700 689940.62699102 531490146.94343632
1.21874736 691144.53438678 554251735.74838305
1.22112773 691086.95230472 519186767.29802847
1.22350809 694099.95628079 550682903.17642832
1.22588846 695306.69592983 547616171.86145616
1.22826883 697600.21893179 524725885.73907685
1.23064919 699634.51431877 555696212.12240565
1.23302956 699869.28478892 559802228.68201339
1.23540992 703269.13151007 529182145.62807143
1.23779029 704636.67859930 571699117.69299138
1.24017066 706673.81667860 570023020.95768845
1.24255102 710751.89645597 545961638.42415047
1.24493139 713675.34434529 584035872.02160871
1.24731175 714854.18852094 559990126.31799889
1.24969212 717936.05938205 561314710.19180298
1.25207249 719634.24383564 590858470.47772384
1.25445285 722320.86855467 558773503.08708525
1.25683322 727569.66547798 588409292.51506960
1.25921358 728229.32241964 588903796.19613624
1.26159395 732467.40820415 575308384.10177732
1.26397432 733811.71441553 594264405.30864751
1.26635468 738216.65255733 609638215.97996426
1.26873505 742555.68328863 584239488.52733302
1.27111541 749024.98529145 621871028.08229864
1.27349578 752870.49404637 624523418.98419499
1.27587615 763476.06232787 600476180.73448634
1.27825651 772813.61741890 665315178.81362820
1.28063688 791100.09371418 654119817.35282028
1.28301724 816628.98545920 674609659.74797308
1.28539761 845375.51346864 720658807.64054120
1.28777797 879925.28405438 726600456.78100884
1.29015834 905985.60695886 733795147.54251015
1.29253871 911546.76713355 754496166.23272157
1.29491907 891839.43999140 698547176.13951778
1.29729944 867760.46725406 696035262.44024312
1.29967980 844702.98839835 702289109.81287766
1.30206017 830128.97141002 660571031.97237170
1.30444054 822628.93147244 688211762.37415481
1.30682090 818325.52006439 678399666.59830534
1.30920127 818334.94161436 659769648.21850586
1.31158163 821630.94423226 690697015.86863494
1.31396200 824220.78265947 690185242.77090120
1.31634237 830547.82523574 680430316.30821836
1.31872273 832840.04444090 710825993.55420303
1.32110310 838238.19994599 700703249.43191838
1.32348346 843204.87296260 698922417.98325479
1.32586383 849237.44590918 743464207.48976624
1.32824420 857513.50344840 704105246.37095511
1.33062456 864994.16016088 737626665.31610417
1.33300493 869842.76570295 762899341.12167180
1.33538529 884008.50651410 729098806.14133596
1.33776566 896800.49955884 792448660.28599751
1.34014603 914012.29560092 787959466.40823889
1.34252639 944795.52327127 816941957.75919151
1.34490676 981901.39153749 900330536.35147119
1.34728712 1051788.00975639 1023597450.63882411
1.34966749 1179259.73575901 1133079989.85067391
1.35204786 1371767.54219210 1502158368.72932196
1.35442822 1706998.14628332 1919656004.03644848
1.35680859 2250475.97190674 2432072581.45420742
1.35918895 2895324.50173120 3373746792.54229736
1.36156932 3794990.76776411 3867487633.35470629
1.36394968 4593215.71657328 4335868425.55015850
1.36633005 5059356.38920672 4639871366.81810093
1.36871042 5260625.13244683 4274179954.57328320
1.37109078 5064194.25897308 4083376488.12243986
1.37347115 4753639.68349527 4058134869.49292374
1.37585151 4569971.69987942 3854758420.16289520
1.37823188 4578097.88617921 4158400925.64941740
1.38061225 4704073.44530477 4308386974.79414558
1.38299261 4840884.24134174 3944589496.28093910
1.38537298 4684785.62503674 3846197248.76093769
1.38775334 4307051.79032580 3191178683.63472223
1.39013371 3618116.42135456 2555111385.28387594
1.39251408 2960731.61678317 2134088743.86673617
1.39489444 2433396.51524143 1838066516.13163233
1.39727481 2042296.12903515 1534001639.11510086
1.39965517 1796254.84673899 1440983977.39702916
1.40203554 1613643.87166521 1299405130.03490663
1.40441591 1460005.76408416 1147528245.81874013
1.40679627 1337445.50794725 1130325133.38402128
1.40917664 1232633.73324321 1015148144.24228764
1.41155700 1153577.43663896 982572717.88807106
1.41393737 1105256.15060525 985392649.72546363
1.41631774 1079290.96355472 939885883.32198608
1.41869810 1070485.06073119 960262596.98711467
1.42107847 1075322.05709643 999625925.23413205
1.42345883 1092487.34998266 969656591.00765789
1.42583920 1119695.83257235 1043426707.82153797
1.42821957 1146622.75584784 1068933989.96491122
1.43059993 1183758.57138971 1050997832.72461653
1.43298030 1209433.63949898 1128077080.89459968
1.43536066 1227504.98465136 1123303279.61882710
1.43774103 1227653.85750691 1073246668.18279076
1.44012140 1203191.33204349 1069030528.83101344
1.44250176 1168339.37577160 1050471148.01092398
1.44488213 1128325.61547897 970841974.82619774
1.44726249 1099481.28519388 1012935949.47742450
1.44964286 1082196.52721947 987339182.32453179
1.45202322 1083797.12659114 982987224.00587547
1.45440359 1099538.28188577 1058006414.14618444
1.45678396 1130348.73306216 1068426180.30752242
1.45916432 1180581.41470444 1091998096.30079150
1.46154469 1216033.51481157 1189798159.47828627
1.46392505 1256386.65203621 1152047548.16209197
1.46630542 1270173.70249404 1140454934.85473847
1.46868579 1253247.18115905 1172046109.39821625
1.47106615 1220881.36395648 1054775780.14022636
1.47344652 1170672.34199803 1053690074.22891390
1.47582688 1122140.65413090 1018823102.90441763
1.47820725 1078119.68561314 958473403.01079643
1.48058762 1049806.57503921 965749240.58444977
1.48296798 1029583.41213694 967022021.93948245
1.48534835 1021142.57860558 927455622.18224072
1.48772871 1019182.00239807 973639006.44836235
1.49010908 1023805.47470911 981969179.92574275
1.49248945 1036926.27236087 958408958.55509353
1.49486981 1049735.98965509 1022729500.43524921
1.49725018 1066454.11932768 1030250757.27330875
1.49963054 1092524.66306820 1038201795.48188841
1.50201091 1115146.93392254 1086561520.77548695
1.50439128 1130657.14961029 1091375523.29040694
1.50677164 1135666.51747181 1045409290.64081895
1.50915201 1128951.71775466 1079102706.27748322
1.51153237 1112477.01678091 1042244689.04544044
1.51391274 1091355.69533554 1002263725.43088663
1.51629311 1075390.26333786 1039836707.53806949
1.51867347 1062141.68287852 994671896.78743041
1.52105384 1057037.08479004 988158551.29480815
1.52343420 1052352.02480810 1033493277.69157743
1.52581457 1052437.14632544 1010345759.93609786
1.52819493 1057953.67532576 997552539.62044024
1.53057530 1061226.10597919 1076834073.74748206
1.53295567 1075758.31543205 1046143793.10024929
1.53533603 1100046.04952708 1082585070.79429793
1.53771640 1124179.72045098 1155421494.97814703
1.54009676 1169454.95443132 1175234739.92414713
1.54247713 1224202.85408765 1237700452.35466170
1.54485750 1274665.75937658 1330134430.07935739
1.54723786 1339511.00712926 1330769976.46583533
1.54961823 1394937.08224930 1409652504.05266309
1.55199859 1434031.03158969 1454483110.37371755
1.55437896 1470660.37449314 1417033418.24751067
1.55675933 1488480.48135243 1479711762.10809875
1.55913969 1493150.11312623 1478190723.61364079
1.56152006 1485618.81770215 1403730395.86924362
1.56390042 1462219.16236380 1425333702.43354678
1.56628079 1436828.32906608 1440988023.11058855
1.56866116 1428134.80982219 1382894399.43558192
1.57104152 1445030.72041336 1502144096.59180760
1.57342189 1482866.82783002 1534699855.38319087
1.57580225 1540863.30861766 1531468027.55840063
1.57818262 1565918.22858732 1570945567.07840943
1.58056299 1558477.74511747 1509506076.28040004
1.58294335 1501996.09580139 1396461628.06779623
1.58532372 1420612.03262238 1361892302.66514063
1.58770408 1348408.22046054 1301262509.00484991
1.59008445 1307801.51658779 1298038722.29678774
1.59246482 1311150.22454221 1394520997.64018679
1.59484518 1368519.13409243 1470788914.94879723
1.59722555 1496224.73545147 1646691129.12965465
1.59960591 1638498.63594991 1875661537.23925185
